title,ontology/activeYearsStartYear,ontology/predecessor_label,ontology/parent_label,ontology/deathPlace_label,ontology/successor_label,ontology/title,ontology/activeYearsEndYear,ontology/birthPlace_label,http://purl.org/dc/elements/1.1/description,ontology/deathYear,ontology/spouse_label,ontology/birthYear,ontology/restingPlace_label,ontology/alias,http://www.w3.org/2002/07/owl#differentFrom_label,ontology/deathDate,ontology/birthDate,http://www.w3.org/2000/01/rdf-schema#seeAlso_label,ontology/occupation_label,http://www.w3.org/2003/01/geo/wgs84_pos#long,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.georss.org/georss/point,ontology/viafId,ontology/birthName,ontology/royalAnthem_label,ontology/royalAnthem,ontology/soundRecording,ontology/soundRecording_label,ontology/nationality_label,ontology/nationality,ontology/imdbId,ontology/country_label,ontology/personFunction_label,ontology/education_label,ontology/personFunction,ontology/education,ontology/knownFor_label,ontology/knownFor,ontology/almaMater,ontology/almaMater_label,ontology/residence,ontology/residence_label,ontology/networth,ontology/board,ontology/board_label,ontology/stateOfOrigin,ontology/stateOfOrigin_label,ontology/relative_label,ontology/relative
Prince_Ioane_of_Georgia,1819,Prince David of Georgia,"[""George XII of Georgia"",""Ketevan Andronikashvili""]","[""Russian Empire"",""Saint Petersburg""]",Prince Grigol of Georgia,,1830,"[""Tbilisi"",""Kingdom of Kartli-Kakheti""]",,,,,,,,1830-02-15,1768-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Jacques,_Duke_of_Orléans",,,"[""Henri d'Orléans Count of Paris"",""Princess Isabelle of Orléans-Braganza""]",,,Duke of Orléans,,"[""Morocco"",""Rabat""]",French prince,,,1941,,,,,1941-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Jaime,_Count_of_Bardi",,,"[""Princess Irene of the Netherlands"",""Carlos Hugo Duke of Parma""]",,,Count of Bardi,,"[""Netherlands"",""Nijmegen""]",European prince,,,1972,,,,,1972-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Januarius,_Count_of_Caltagirone",,,"[""Ferdinand II of the Two Sicilies"",""Maria Theresa of Austria (1816–1867)""]","[""Papal States"",""Albano Laziale""]",,Count of Caltagirone,,"[""Palace of Caserta"",""Caserta"",""Kingdom of the Two Sicilies""]",Sicillian prince,1867,,1857,"[""Naples"",""Santa Chiara (Naples)""]",,,1867-08-13,1857-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Jean,_Duke_of_Guise",,,"[""Prince Robert Duke of Chartres"",""Princess Françoise of Orléans (1844–1925)""]","[""Larache"",""Spanish protectorate in Morocco""]",,Duke of Guise,,"[""Paris"",""French Third Republic""]",,,Princess Isabelle of Orléans (1878–1961),,,,,1940-08-25,1874-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Jean,_Duke_of_Vendôme",,,"[""Henri d'Orléans Count of Paris"",""Marie Thérèse Duchess of Montpensier""]",,,Duke of Vendôme (more),,,Pretender to the French throne,,,1965,,,,,1965-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Jean_of_Luxembourg,,,"[""Jean Grand Duke of Luxembourg"",""Princess Joséphine Charlotte of Belgium""]",,,,,Betzdorf Castle,,,,,,,,,1957-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Jinan,,,Taejo of Joseon,,,Great Prince of Joseon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Joachim_Albert_of_Prussia,,,"[""Prince Albert of Prussia (1837–1906)"",""Princess Marie of Saxe-Altenburg (1854–98)""]",,,Prince of Prussia,,Hanover,member of the House of Hohenzollern,1939,,1876,,,,1939-10-24,1876-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Joachim_of_Belgium,_Archduke_of_Austria-Este",,,"[""Princess Astrid of Belgium Archduchess of Austria-Este"",""Prince Lorenz of Belgium Archduke of Austria-Este""]",,,"[""Archduke of Austria-Este(more)"",""Prince Joachim of Belgium""]",,Woluwe-Saint-Lambert,,,,,,,,,1991-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Joachim_of_Denmark,,,"[""Margrethe II of Denmark"",""Henrik Prince Consort of Denmark""]",,,,,Copenhagen,,,"[""Alexandra Countess of Frederiksborg"",""Princess Marie of Denmark""]",,,,,,1969-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Joachim_of_Prussia,,,"[""Wilhelm II German Emperor"",""Augusta Victoria of Schleswig-Holstein""]","[""Potsdam"",""Free State of Prussia""]",,Prince Joachim of Prussia,,"[""Potsdam"",""Kingdom of Prussia""]",,,Princess Marie-Auguste of Anhalt,,"[""Germany"",""Potsdam"",""Antique Temple""]",,,1920-07-18,1890-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Johann_Ernst_of_Saxe-Weimar,,,"[""Johann Ernst III Duke of Saxe-Weimar"",""Frederick II Landgrave of Hesse-Homburg""]",Frankfurt,,,,Weimar,Composer,1715,,1696,,,,1715-08-01,1696-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Johann_Georg_of_Hohenzollern,,,"[""Frederick Prince of Hohenzollern"",""Princess Margarete Karola of Saxony""]","[""Germany"",""Munich""]",,Prince Johann Georg of Hohenzollern,,"[""Germany"",""Sigmaringen"",""Sigmaringen Castle""]",German prince,2016,Princess Birgitta of Sweden,1932,,,,2016-03-02,1932-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Johann_Georg_of_Saxony,,,"[""George King of Saxony"",""Infanta Maria Anna of Portugal (1843–1884)""]","[""Germany"",""Baden-Württemberg"",""Altshausen""]",,,,"[""Dresden"",""Kingdom of Saxony""]",Saxon prince,1938,"[""Princess Maria Immaculata of Bourbon-Two Sicilies (1874–1947)"",""Duchess Maria Isabella of Württemberg""]",1869,"[""Germany"",""Dresden"",""Alter_Katholischer_Friedhof""]",,,1938-11-24,1869-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Johannes_Heinrich_of_Saxe-Coburg_and_Gotha,1945,Prince Rainer of Saxe-Coburg and Gotha,"[""Prince Rainer of Saxe-Coburg and Gotha"",""Johanna_Károlyi_de_Károly-Patty""]",,Simeon Saxe-Coburg-Gotha,"[""Prince of Saxe-Coburg and Gotha"",""Duke in Saxony""]",2010,"[""Innsbruck"",""Tyrol (state)"",""Austria""]",German Prince,2010,"[""Princess Mathilde of Saxony (b. 1936)"",""Baroness_Gabrielle_of_Fürstenberg""]",1931,,,,2010-04-14,1931-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Johannes_of_Saxe-Coburg_and_Gotha,,,"[""Prince Johannes Heinrich of Saxe-Coburg and Gotha"",""Princess Mathilde of Saxony (b. 1936)""]","[""Italy"",""South Tyrol"",""Ortler""]",,"[""Prince of Saxe-Coburg and Gotha"",""Duke in Saxony""]",,"[""Innsbruck"",""Tyrol (state)"",""Austria""]",,,,,,,,1987-08-21,1969-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_John_August_of_Saxe-Gotha-Altenburg,,,"[""Frederick II Duke of Saxe-Gotha-Altenburg"",""Princess Magdalena Augusta of Anhalt-Zerbst""]",Stadtroda,,Prince John August of Saxe-Gotha-Altenburg,,Gotha,German prince member of the House of Saxe-Gotha-Altenburg,1767,Luise_Reuss_of_Schleiz,1704,,Johann August von Sachsen-Gotha-Altenburg (German),,1767-05-08,1704-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_John_Konstantinovich_of_Russia,,,"[""Grand Duke Konstantin Konstantinovich of Russia"",""Princess Elisabeth of Saxe-Altenburg (1865–1927)""]","[""Russian Soviet Federative Socialist Republic"",""Alapayevsk""]",,,,"[""Russian Empire"",""Saint Petersburg""]",,,Princess Helen of Serbia,,,,,1918-07-18,1886-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_John_of_the_United_Kingdom,,,"[""George V"",""Mary of Teck""]","[""Sandringham House"",""Wood Farm""]",,,,"[""Sandringham House"",""York Cottage""]",,,,,St. Mary Magdalene Church Sandringham,,,1919-01-18,1905-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Joseph_Clemens_of_Bavaria,,,"[""Prince Alfons of Bavaria"",""Louise d'Orléans Princess of Bavaria (1869–1952)""]","[""Bavaria"",""Munich""]",,Prince Joseph Clemens of Bavaria,,"[""Bavaria"",""Munich""]",German prince and art historian,1990,,1902,"[""Bavaria"",""Munich"",""St. Michael's Church Munich""]",,,1990-01-08,1902-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Joseph_Ferdinand_of_Saxe-Coburg_and_Gotha,,,"[""Prince Ludwig August of Saxe-Coburg and Gotha"",""Princess Leopoldina of Brazil""]","[""Austria-Hungary"",""Wiener Neustadt""]",,"[""Prince of Saxe-Coburg and Gotha"",""Duke in Saxony""]",,"[""Rio de Janeiro"",""Empire of Brazil"",""Palace_Leopoldina""]",German-Brazilian prince,1888,,1869,,,,1888-08-13,1869-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Joseph_Wenzel_of_Liechtenstein,,,"[""Sophie Hereditary Princess of Liechtenstein"",""Alois Hereditary Prince of Liechtenstein""]",,,Prince of Liechtenstein; Count Rietberg,,"[""London"",""England""]",Prince of Liechtenstein,,,1995,,,,,1995-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Joseph_of_Monaco,,,"[""Honoré III Prince of Monaco"",""Maria Caterina Brignole""]","[""Paris"",""France""]",,,,"[""Paris"",""Hôtel Matignon"",""France""]",Prince of Monaco,1816,Marie Thérèse de Choiseul,1763,,,,1816-06-28,1763-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Joseph_of_Saxe-Hildburghausen,,,"[""Ernest Duke of Saxe-Hildburghausen"",""Countess Sophie Henriette of Waldeck""]",Hildburghausen,,Prince of Saxe-Hildburghausen,,Erbach,German prince,1787,Princess Maria Anna Victoria of Savoy,1702,,,,1787-01-04,1702-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_João_Maria_of_Orléans-Braganza,,,"[""Pedro de Alcântara Prince of Grão-Pará"",""Countess Elisabeth Dobržensky de Dobrženicz""]",,,,,Boulogne-Billancourt,,,,,,,,2005-06-26,1916-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Julius_of_Schleswig-Holstein-Sonderburg-Glücksburg,,,"[""Friedrich Wilhelm Duke of Schleswig-Holstein-Sonderburg-Glücksburg"",""Princess Louise Caroline of Hesse-Kassel""]","[""Germany"",""Schleswig-Holstein"",""Itzehoe""]",,Prince Julius of Schleswig-Holstein-Sonderburg-Glücksburg,,"[""Duchy of Schleswig"",""Schleswig Schleswig-Holstein"",""Gottorf Castle""]",German prince,1903,,1824,,,,1903-06-01,1824-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Jérôme_Napoléon,,,"[""Louis Prince Napoléon"",""Alix Princess Napoléon""]",,,,,"[""Boulogne-Billancourt"",""French Fourth Republic""]",Prince of France,,,1957,,,,,1957-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Kachō_Hiroatsu,,,Prince Kachō Hirotsune,"[""Japan"",""Tokyo""]",,,,"[""Japan"",""Tokyo""]",Japanese prince,1883,,1875,,,,1883-02-15,1875-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Kachō_Hirotada,,,Prince Fushimi Hiroyasu,"[""Japan"",""Sasebo Nagasaki""]",,,,"[""Japan"",""Tokyo""]",,,,,,,,1924-03-24,1902-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Kachō_Hirotsune,,,Prince Fushimi Kuniie,"[""Japan"",""Tokyo""]",,,,"[""Japan"",""Kyoto""]",,,,,,,,1876-05-24,1851-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Kamal_el_Dine_Hussein,,,"[""Hussein Kamel of Egypt"",""Ayn-al-Hayat Rifaat""]","[""Toulouse"",""France""]",,,,"[""Cairo"",""Egypt""]",Egyptian prince,1932,Princess_Nimet_Allah,1874,Mokattam,,,1932-08-06,1874-12-20,,"[""Tourism"",""Collecting"",""Exploration"",""Officer (armed forces)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Karl_Alfred_of_Liechtenstein,,,"[""Prince Aloys of Liechtenstein"",""Archduchess Elisabeth Amalie of Austria""]","[""Bruck an der Leitha"",""Austria""]",,,,"[""Austria-Hungary"",""Deutschlandsberg""]",,,Archduchess Agnes Christina of Austria,,,,,1985-11-17,1910-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Karl_Aloys_of_Liechtenstein,,,"[""Prince Alfred of Liechtenstein"",""Princess Henriette of Liechtenstein""]",Frauenthal castle,,,,Frauenthal castle,Prince of Liechtenstein,1955,Princess Elisabeth of Urach,1878,Vaduz Cathedral,,,1955-06-20,1878-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Karl_Anton_August_of_Schleswig-Holstein-Sonderburg-Beck,,,Peter August Duke of Schleswig-Holstein-Sonderburg-Beck,"[""Poland"",""Szczecin""]",,,,"[""Germany"",""Marburg""]",,,Countess Charlotte of Dohna-Leistenau,,,,,1759-09-12,1727-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Karl_Anton_of_Hohenzollern,,,"[""Infanta Antónia of Portugal"",""Leopold Prince of Hohenzollern""]","[""Andernach"",""Namedy""]",,Prince Karl Anton of Hohenzollern,,"[""Sigmaringen"",""Prussia"",""Province of Hohenzollern""]",German prince,1919,Princess Joséphine Caroline of Belgium,1868,,,,1919-02-21,1868-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Karl_Borromäus_of_Liechtenstein,,,Prince Emanuel of Liechtenstein (1700–1771),Vienna,,,,Vienna,Prince of Liechtenstein,1887,Eleonore of Liechtenstein,1802,,,,"[""1789-02-21"",""1887-02-21""]","[""1730-09-29"",""1802-09-29""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Karl_Emich_of_Leiningen,,,Emich Kyrill Prince of Leiningen,,,,,,,,Inaara Aga Khan,,,,,,1952-06-12,"[""Imperial Throne (micronation)"",""Line of succession to the former Russian throne""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Karl_Franz_of_Prussia,,,"[""Prince Joachim of Prussia"",""Princess Marie-Auguste of Anhalt""]","[""Chile"",""Arica""]",,Prince of Prussia,,"[""Germany"",""Potsdam""]",German Prince,1975,Princess Henriette of Schönaich-Carolath,1916,,Charles Francis of Prussia; Karl Franz Prinz von Preußen (German),,1975-01-23,1916-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Karl_Johann_of_Liechtenstein,,,"[""Johann I Joseph Prince of Liechtenstein"",""Landgravine Josepha of Fürstenberg-Weitra""]",Bad Ischl,,,,Vienna,Prince of Liechtenstein,1871,,1803,,,,1871-10-12,1803-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Karl_Theodor_of_Bavaria,,,"[""Maximilian I Joseph of Bavaria"",""Princess Augusta Wilhelmine of Hesse-Darmstadt""]","[""Bavaria"",""Tegernsee""]",,Prinz von Bayern,,Munich,,,,,,,,1875-08-16,1795-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Karl_of_Bavaria_(1874–1927),,,"[""Ludwig III of Bavaria"",""Maria Theresa of Austria-Este (1849–1919)""]","[""Bavaria"",""Munich""]",,,,"[""Bavaria"",""Lindau""]",German general,1927,,1874,"[""Bavaria"",""Munich"",""Munich Frauenkirche""]",,,1927-05-09,1874-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Karl_of_Leiningen,,,"[""Grand Duchess Maria Kirillovna of Russia"",""Karl Prince of Leiningen""]","[""Israel"",""Vered Hagalil""]",,,,"[""Germany"",""Weimar Republic"",""Coburg""]",Prince of Leiningen,1990,Princess Marie Louise of Bulgaria,1928,,,,1990-09-28,1928-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Kaya_Kuninori,,,Prince Kuni Asahiko,,,Prince Kaya Kuninori,,"[""Japan"",""Kyoto""]",,,,,,,,1909-12-08,1867-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Kiril_of_Bulgaria,1943,,"[""Ferdinand I of Bulgaria"",""Princess Marie Louise of Bourbon-Parma""]","[""Sofia"",""Kingdom of Bulgaria""]",,Prince of Preslav,1944,"[""Sofia"",""Principality of Bulgaria""]",,,,,,,,1945-02-01,1895-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Kirill_Romanovsky-Iskander,,,,"[""Moscow"",""Russia""]",,Prince Romanovsky-Iskander of Russia,,"[""Tashkent"",""Russian Empire"",""Russian Soviet Federative Socialist Republic""]",Russian prince,1992,,1914,,,,,1914-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Kitashirakawa_Satonari,,,,"[""Japan"",""Tokyo""]",,,,"[""Japan"",""Kyoto""]",,,,,,,,1872-02-10,1850-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Konrad_of_Bavaria,,,"[""Archduchess Gisela of Austria"",""Prince Leopold of Bavaria""]","[""Bavaria"",""Hinterstein""]",,,,"[""Bavaria"",""Munich""]",Bavarian prince,1969,Princess Maria Bona of Savoy-Genoa,1883,"[""Bavaria"",""Andechs Abbey""]",,,1969-09-06,1883-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Konstantin_of_Bavaria,,,Prince Adalbert of Bavaria (1886–1970),"[""Germany"",""Baden-Württemberg"",""Hechingen""]",,,,"[""Bavaria"",""Germany"",""Munich""]",Bavarian prince,1969,,1920,"[""Bavaria"",""Andechs"",""Andechs Abbey""]",,,1969-07-30,1920-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Kuni_Asahiko,,,Prince Fushimi Kuniie,,,Prince Kuni Asahiko,,"[""Japan"",""Kyoto""]",,,,,,,,1891-10-25,1824-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Kuni_Taka,,,Prince Kuni Asahiko,"[""Japan"",""Kyoto""]",,HIH Prince Kuni Taka in formal robes,,"[""Japan"",""Kyoto""]",,,,,,,,1937-10-01,1875-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Kusakabe,,,"[""Empress Jitō"",""Emperor Tenmu""]",,,,,,,,Empress Genmei,,,,,0689-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Laurent_of_Belgium,,,"[""Albert II of Belgium"",""Queen Paola of Belgium""]",,,,,"[""Belvédère Castle"",""Laken""]",,,Princess Claire of Belgium,,,,,,1963-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Leka_of_Albania,,Leka Crown Prince of Albania,"[""Leka Crown Prince of Albania"",""Susan Cullen-Ward""]",,,Prince of Albania,,"[""Johannesburg"",""South Africa""]",,,,,,,,,1982-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Leopold,_Count_of_Syracuse",,,"[""Francis I of the Two Sicilies"",""María Isabella of Spain""]",Pisa,,Count of Syracuse,,Palermo,Italian prince,1860,Princess Maria Vittoria of Savoy,1813,"[""Naples"",""Santa Chiara (Naples)""]",,,1860-12-04,1813-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Leopold,_Duke_of_Albany",,,"[""Queen Victoria"",""Albert Prince Consort""]",Cannes,Charles Edward Duke of Saxe-Coburg and Gotha,,,"[""London"",""Buckingham Palace""]",,,Princess Helena of Waldeck and Pyrmont,,"[""Windsor Castle"",""St George's Chapel Windsor Castle""]",,,1884-03-28,1853-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Leopold,_Duke_of_Brabant",,,"[""Leopold II of Belgium"",""Marie Henriette of Austria""]","[""Belgium"",""Royal Palace of Laeken"",""Laken""]",,Duke of Brabant,,"[""Belgium"",""Royal Palace of Laeken"",""Laken""]",Belgian prince,1869,,1859,"[""Belgium"",""Church of Our Lady of Laeken"",""Laken""]",,,1869-01-22,1859-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Leopold_Clement_of_Saxe-Coburg_and_Gotha,,,"[""Prince Philipp of Saxe-Coburg and Gotha"",""Princess Louise of Belgium""]","[""Vienna"",""Austrian Empire""]",,"[""Prince of Saxe-Coburg and Gotha"",""Duke in Saxony""]",,"[""Kingdom of Hungary"",""Svätý Anton""]",Austro-Hungarian officer,1916,,1878,,,,1916-04-27,1878-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Leopold_of_Bavaria,,,"[""Luitpold Prince Regent of Bavaria"",""Archduchess Auguste Ferdinande of Austria""]","[""Bavaria"",""Munich""]",,,,"[""Bavaria"",""Munich""]",,,Archduchess Gisela of Austria,,,,,1930-09-28,1846-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Leopold_of_Bavaria_(b._1943),,,Prince Konstantin of Bavaria,,,Prince Leopold of Bavaria,,"[""Germany"",""Baden-Württemberg"",""Freiburg im Breisgau""]",German racing driver,,,1943,,,,,1943-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Leopold_of_Saxe-Coburg_and_Gotha,,,"[""Prince Ferdinand of Saxe-Coburg and Gotha"",""Maria Antonia Koháry de Csábrág""]",Vienna,,"[""Prince of Saxe-Coburg and Gotha"",""Duke in Saxony""]",,Vienna,,,Constanze_Geiger,,,,,1884-05-20,1824-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Lerotholi_Seeiso,,,"[""Letsie III of Lesotho"",""Queen 'Masenate Mohato Seeiso""]",,,Prince of Lesotho,,"[""Lesotho"",""Maseru""]",Lesotho Prince,,,2007,,,,,2007-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Lorenz_of_Belgium,_Archduke_of_Austria-Este",1996,Robert Archduke of Austria-Este,"[""Robert Archduke of Austria-Este"",""Margherita Archduchess of Austria-Este""]",,Prince Amedeo of Belgium Archduke of Austria-Este,Archduke of Austria-Este(more),,"[""Hauts-de-Seine"",""Boulogne-Billancourt"",""France""]",,,Princess Astrid of Belgium Archduchess of Austria-Este,,,,,,1955-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Louis,_Count_of_Aquila",,,"[""Francis I of the Two Sicilies"",""María Isabella of Spain""]","[""Paris"",""France""]",,Count of Aquila,,"[""Naples"",""Kingdom of the Two Sicilies""]",Prince Bourbon-Two Sicilies,1897,Princess Januária of Brazil,1824,,,,1897-03-05,1824-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Louis,_Count_of_Trani",,,"[""Ferdinand II of the Two Sicilies"",""Maria Theresa of Austria (1816–1867)""]","[""Paris"",""France""]",,Count of Trani,,"[""Naples"",""Kingdom of the Two Sicilies""]",Prince of Bourbon-Two Sicilies,1886,Duchess Mathilde Ludovika in Bavaria,1838,,,,1886-06-08,1838-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince_Louis,_Duke_of_Nemours",,,"[""Louis Philippe I"",""Maria Amalia of Naples and Sicily""]","[""Versailles (city)"",""French Third Republic""]",,Duke of Nemours,,"[""Bourbon Restoration"",""Palais-Royal""]",,,Princess Victoria of Saxe-Coburg and Gotha,,Chapelle royale de Dreux,,,1896-06-26,1814-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Louis_Charles_of_Prussia,,,"[""Frederick William II of Prussia"",""Frederika Louisa of Hesse-Darmstadt""]",,,,,"[""Berlin"",""Prussia""]",German prince,1796,Frederica of Mecklenburg-Strelitz,1773,,,,1796-12-28,1773-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Louis_Ferdinand_of_Prussia_(1772–1806),,,"[""Prince Augustus Ferdinand of Prussia"",""Margravine Elisabeth Louise of Brandenburg-Schwedt""]",Battle of Saalfeld,,,,"[""Berlin"",""Friedrichsfelde_Palace""]",,,,,,,,1806-10-10,1772-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Louis_Ferdinand_of_Prussia_(1944–1977),,,"[""Louis Ferdinand Prince of Prussia"",""Grand Duchess Kira Kirillovna of Russia""]",Bremen,,,,"[""Neumark"",""Province of Brandenburg"",""Golczew""]",,,Countess Donata of Castell-Rüdenhausen,,Ottersberg,,,1977-07-11,1944-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Louis_Rwagasore,,,Mwambutsa IV Bangiriceng of Burundi,"[""Bujumbura"",""Ruanda-Urundi""]",,Crown Prince Louis Rwagasore,,Gitega,,,,,Gitega,,,1961-10-13,1932-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Louis_of_Liechtenstein,,,"[""Prince Franz de Paula of Liechtenstein"",""Ewa Józefina Julia Potocka""]",Vienna,,,,Prague,Liechtenstein prince,1920,Marie Fox,1846,,,,1920-03-25,1846-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Louis_of_Luxembourg,,,"[""Henri Grand Duke of Luxembourg"",""Maria Teresa Grand Duchess of Luxembourg""]",,,,,Luxembourg City,,,Princess Tessy of Luxembourg,,,,,,1986-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Ludwig_August_of_Saxe-Coburg_and_Gotha,,,"[""Princess Clémentine of Orléans"",""Prince August of Saxe-Coburg and Gotha""]","[""Karlovy Vary"",""Karlsbad (Baden)"",""Kingdom of Bohemia""]",,"[""Prince of Saxe-Coburg and Gotha"",""Duke in Saxony""]",,"[""July Monarchy"",""Eu Seine-Maritime"",""Château d'Eu""]",german prince,1907,Princess Leopoldina of Brazil,1845,,,,1907-09-14,1845-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Ludwig_Ferdinand_of_Bavaria,,,"[""Infanta Amelia Philippina of Spain"",""Prince Adalbert of Bavaria (1828–1875)""]","[""Bavaria"",""Munich""]",,Infante Ludwig Ferdinand of Spain,,Madrid,,,Infanta María de la Paz of Spain,,"[""Bavaria"",""Munich"",""St. Michael's Church Munich""]",,,1949-11-23,1859-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Ludwig_Gaston_of_Saxe-Coburg_and_Gotha,,,"[""Prince Ludwig August of Saxe-Coburg and Gotha"",""Princess Leopoldina of Brazil""]","[""Nazi Germany"",""Innsbruck""]",,"[""Prince of Saxe-Coburg and Gotha"",""Duke in Saxony""]",,"[""Austria-Hungary"",""Ebenthal""]",,,"[""Princess Mathilde of Bavaria (1877–1906)"",""Countess_Anna_of_Trauttmansdorff-Weinsberg""]",,,,,1942-01-23,1870-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
